AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
13000,LJU,Ljubljana Airport,46.22361111,14.4575
13001,LJY,Floyd W Jones Lebanon,37.64833333,-92.6525
13002,LKE,Lake Union Terminal,47.62888889,-122.3386111
13003,LKK,Kulik Lake Airport,58.965,-155.0955556
13004,LKL,Banak,70.06888889,24.97361111
13005,NEK,Nekempte Airport,9.03472222,36.60861111
13006,LKN,Leknes Airport,68.1525,13.60944444
13007,LKO,Lucknow Airport,26.76055556,80.88888889
13008,LKP,Lake Placid Airport,44.26444444,-73.96194444
13009,LKV,Lake County,42.16111111,-120.3991667
13010,LKZ,RAF Lakenheath,52.40944444,0.56111111
13011,LLA,Kallax,65.54388889,22.12194444
13012,LLI,Lalibella Airport,11.975,38.98
13013,LLW,Kamuzu International,-13.78944444,33.78111111
13015,LLY,South Jersey Regional,39.94277778,-74.84583333
13016,LMA,Lake Minchumina Airport,63.88583333,-152.3019444
13017,LMI,Lumi Airport,-3.47666667,142.04
13018,LMM,Valle del Fuerte International,25.68527778,-109.0808333
13019,LMN,Limbang Airport,4.80833333,115.0105556
13020,LMO,RAF Lossiemouth,57.705,-3.33916667
13021,LMP,Lampedusa Airport,35.49777778,12.61805556
13022,LMQ,Marsa Brega S21,30.37861111,19.57611111
13023,LMS,Louisville Winston County,33.14611111,-89.0625
13024,LMT,Klamath Falls Airport,42.15611111,-121.7330556
13026,LND,Hunt Field,42.81555556,-108.7283333
13027,LNE,Lonorore Airport,-15.865,168.1730556
13028,LNI,Lonely AS,70.91083333,-153.2422222
13029,LNK,Lincoln Airport,40.85083333,-96.75916667
13030,LNL,Kings Land O' Lakes,46.15416667,-89.21194444
13031,LNP,Lonesome Pine,36.9875,-82.53
13032,LNS,Lancaster Airport,40.12222222,-76.29444444
13033,LNT,Lanett Municipal,32.81194444,-85.22972222
13034,LNY,Lanai Airport,20.78555556,-156.9513889
13035,LNZ,Linz International,48.23333333,14.1875
13036,LOA,Lorraine Airport,-19.00666667,139.9
13037,LOH,Cuidad de Catamayo,-3.99583333,-79.37194444
13039,LOL,Derby Field,40.06638889,-118.565
13040,LOM,Francisco P.V.Yr,21.35,-101.9494444
13041,LON,London Metropolitan Area,51.5,-0.16666667
13043,LOS,Murtala Muhammed,6.5775,3.32111111
13044,LOU,Bowman Field,38.22805556,-85.66361111
13045,LOV,Monclova International,26.95583333,-101.47
13046,LOZ,London-Corbin Airport-Magee Field,37.08694444,-84.0775
13047,LPA,Gran Canaria,27.93194444,-15.38666667
13048,LPB,El Alto International,-16.51333333,-68.19222222
13049,LPC,Lompoc Airport,34.66555556,-120.4675
13050,LPI,Saab,58.40638889,15.68027778
13051,LPL,Liverpool Airport,53.33361111,-2.84972222
13052,LPO,La Porte Municipal,41.5725,-86.73444444
13053,LPP,Lappeenranta Airport,61.04444444,28.14444444
13054,LPQ,Luang Phabang International,19.905,102.1677778
13055,LPS,Lopez Island Airport,48.48388889,-122.9377778
13056,LPT,Lampang Airport,18.27222222,99.50416667
13057,LPW,Little Port Walter Airport,56.38333333,-134.8333333
13058,LQK,Pickens County,34.81,-82.70277778
13059,LRA,Larissa Airport,39.65027778,22.46555556
13061,LRD,Laredo International,27.54416667,-99.46166667
13062,LRE,Longreach Airport,-23.43416667,144.2802778
13063,LRF,Little Rock AFB,34.9175,-92.145
13064,WLR,Loring Airport,55.60166667,-131.635
13065,LRH,La Rochelle/Laleu,46.18055556,-1.18583333
13067,LRL,Niamtougou International,9.76722222,1.09111111
13068,LRM,Casa de Campo International,18.4525,-68.91138889
13069,LRN,Larson AFB,47.14305556,-119.2402778
13070,LRO,Sharpe AFF,37.83666667,-121.2722222
13071,LRT,Lorient Lann Bihoue,47.76055556,-3.44
13072,LRU,Las Cruces International,32.28944444,-106.9219444
13073,LSA,Kiriwina,-8.50583333,151.0811111
13074,LSC,La Florida,-29.91638889,-71.19944444
13076,LSE,La Crosse Regional,43.87916667,-91.25666667
13077,LSF,Lawson AAF,32.33166667,-84.98722222
13078,LSI,Sumburgh,59.88138889,-1.29388889
13079,LSL,Los Chiles Airport,11.03444444,-84.70638889
13080,LSN,Los Banos Municipal,37.06388889,-120.8697222
13081,LSP,Josefa Camejo,11.78083333,-70.15166667
13082,LSQ,Maria Dolores,-37.40166667,-72.42555556
13084,LSS,Terre de Haut,15.86444444,-61.58027778
13085,LST,Launceston Airport,-41.54527778,147.2141667
13086,LSU,Long Sukang Airport,4.55277778,115.4941667
13087,LSV,Nellis AFB,36.23611111,-115.0341667
13088,LSX,Lhok Sukon Airport,5.06944444,97.25916667
13089,LTA,Letaba,-23.82444444,30.32916667
13090,LTB,Latrobe Valley,-38.20722222,146.4702778
13091,LTD,Ghadames Airport,30.15166667,9.71527778
13092,LTI,Altai Airport,46.65,96.41666667
13093,LTM,Lethem Airport,3.37277778,-59.78944444
13094,LTN,London Luton,51.87472222,-0.36833333
13095,LTO,Loreto International,25.99,-111.3483333
13096,LTQ,Le Touquet Cote D Opale,50.51833333,1.62194444
13097,LTS,Altus AFB,34.66638889,-99.26805556
13098,LTV,Lotusvale Airport,-17.08333333,141.3666667
13099,LUA,Lukla Airport,27.68694444,86.72944444
13100,LUD,Luderitz Airport,-26.6875,15.24277778
13101,LUE,Lucenec Airport,48.34,19.73555556
13102,LUF,Luke AFB,33.535,-112.3830556
13103,LUG,Lugano Airport,46.00416667,8.91055556
13104,LUJ,Lusikisiki Airport,-31.37,29.42444444
13105,LUK,Cincinnati Municipal Lunken Field,39.10333333,-84.41861111
13106,LUL,Hesler-Noble Field,31.67305556,-89.17277778
13108,LUN,Kenneth Kaunda International,-15.33083333,28.4525
13109,LUP,Kalaupapa Airport,21.21111111,-156.9736111
13110,LUQ,San Luis Airport,-33.27305556,-66.35638889
13111,LUR,Cape Lisburne LRRS,68.875,-166.1111111
13112,LUT,Laura Station Airport,-15.43333333,144.8166667
13113,LUX,Luxembourg Airport,49.62666667,6.21138889
13114,LVB,Livramento Airport,-30.83333333,-55.61666667
13115,LVD,Lime Village Airport,61.35916667,-155.4402778
13116,LVI,Harry Mwanga Nkumbula,-17.82138889,25.81694444
13117,LVK,Livermore Municipal,37.69333333,-121.8202778
13118,LVM,Livingston Airport,45.66666667,-110.5666667
13119,LVO,Laverton Airport,-28.61361111,122.4238889
13120,LVS,Las Vegas Municipal,35.65416667,-105.1425
13121,LWB,Greenbrier Valley,37.85833333,-80.39944444
13122,LWC,Lawrence Municipal,39.01111111,-95.21638889
13123,LWF,Lawrenceburg-Lawrence County,35.23444444,-87.25805556
13124,LWL,Wells Municipal/Harriet Field,41.11722222,-114.9222222
13125,LWM,Lawrence Municipal,42.71722222,-71.12333333
13126,LWO,Lviv International,49.80972222,23.95805556
13127,LWS,Lewiston Nez Perce County,46.37444444,-117.0152778
13128,LWT,Lewistown Municipal,47.04916667,-109.4666667
13129,LWV,Lawrenceville-Vincennes International,38.76416667,-87.60555556
13130,LWY,Lawas Airport,4.84916667,115.4027778
13131,LXA,Gonggar,29.29722222,90.91333333
13132,LXN,Jim Kelly Field,40.79055556,-99.77583333
13133,LXR,Luxor International,25.67111111,32.70666667
13134,LXS,Lemnos Airport,39.91666667,25.25
13135,LXV,Lake County,39.21944444,-106.3163889
13136,LYB,Edward Bodden,19.66027778,-80.08944444
13137,LYC,Lycksele Airport,64.54916667,18.71444444
13138,LYE,RAF Lyneham,51.50527778,-1.99333333
13139,LYH,Lynchburg Regional/Preston Glenn Field,37.32666667,-79.20111111
13140,LYN,Lyon Bron,45.72722222,4.94416667
13141,LYP,Faisalabad International,31.36527778,72.99555556
13142,LYR,Svalbard,78.24527778,15.46944444
13143,LYS,Lyon Saint Exupery,45.72555556,5.08111111
13144,LYU,Ely Municipal,47.82388889,-91.82944444
13145,LYX,London Ashford,50.95416667,0.94027778
13146,LZC,Lazaro Cardenas Airport,18.00166667,-102.2211111
13147,LZH,Liuzhou South,24.20777778,109.3913889
13149,LZO,Luzhou Airport,28.8525,105.3925
13150,LZR,Lizard Island Airport,-14.67277778,145.4541667
13151,LZU,Gwinnett County - Briscoe Field,33.97805556,-83.9625
13152,MA1,Katama Airpark,41.35833333,-70.52444444
13153,MAA,Chennai International,12.99444444,80.18055556
13154,MAB,Joao Correa Da Rocha,-5.36861111,-49.13805556
13155,MAC,Macon Downtown,32.82166667,-83.56194444
13156,MAD,Adolfo Suarez Madrid Barajas,40.49555556,-3.56
13157,MAE,Madera Municipal,36.98861111,-120.1125
13158,MAF,Midland International,31.9425,-102.2019444
13159,MAG,Madang Airport,-5.20861111,145.7877778
13160,MAH,Menorca,39.8625,4.21861111
13162,MAJ,Marshall Islands International,7.065,171.2719444
13163,MAK,Malakal Airport,9.55888889,31.65222222
13164,MAM,General Servando Canales International,25.77,-97.52527778
13165,MAN,Manchester Airport,53.35388889,-2.275
13166,MAO,Eduardo Gomes International,-3.03861111,-60.04972222
13167,MAP,Mamai Airport,-10.3,149.5333333
13169,MAR,La Chinita International,10.55833333,-71.72777778
13170,MAS,Momote,-2.06194444,147.4241667
13171,MAT,Matadi Tshimpi,-5.79972222,13.44027778
13172,MAU,Maupiti Fr. Polynesia,-16.43333333,-152.25
13173,MAW,Malden Regional,36.59833333,-89.9925
13174,MAX,Matam Ouro Sogui,15.595,-13.32361111
13175,MAY,Clarence A Bain,24.28777778,-77.68444444
13176,MAZ,Eugenio Maria de Hostos,18.25555556,-67.14833333
13177,MBA,Mombasa Moi International,-4.03083333,39.59694444
13178,MBH,Maryborough Qld,-25.51333333,152.715
13179,MBI,Mbeya Airport,-8.91888889,33.46333333
13180,MBJ,Sangster International,18.50361111,-77.91333333
13181,MBK,Matupa Airport,-10.23333333,-54.95
13182,MBL,Manistee County-Blacker,44.2725,-86.24694444
13183,MBO,Mamburao Airport,13.20805556,120.6055556
13184,MBS,MBS International,43.53305556,-84.07972222
13185,MBT,Masbate Airport,12.36972222,123.63
13186,MBU,Mbambanakira Airport,-9.43333333,159.5
13187,MBX,Maribor Airport,46.47972222,15.68611111
13188,MBY,Omar N Bradley,39.46333333,-92.42638889
13189,MBZ,Maues Airport,-3.37222222,-57.72472222
13190,MCA,Macenta Airport,8.48111111,-9.52583333
13191,MCB,McComb/Pike County/John E. Lewis Field,31.17833333,-90.47194444
13192,MCC,McClellan Airfield,38.66777778,-121.4005556
13193,MCD,Mackinac Island Airport,45.865,-84.63722222
13194,MCE,Merced Regional/Macready Field,37.28472222,-120.5138889
13195,MCF,Macdill AFB,27.84944444,-82.52111111
13196,MCG,McGrath Airport,62.95277778,-155.6069444
13198,MCI,Kansas City International,39.2975,-94.71388889
13199,MCJ,Maicao Airport,11.39166667,-72.24166667
13200,MCK,McCook Ben Nelson Regional,40.20638889,-100.5919444
13201,MCL,Denali,63.645,-148.7980556
13202,MCM,Monaco Heloport,43.73333333,7.41666667
13203,MCN,Middle Georgia Regional,32.69277778,-83.64916667
13204,MCO,Orlando International,28.42944444,-81.30888889
13205,MCP,Alberto Alcolumbre,0.05055556,-51.07222222
13206,MCR,Melchor de Mencos Airport,17.06111111,-89.15555556
13207,MCS,Monte Caseros Airport,-30.27055556,-57.63944444
13208,MCT,Muscat International,23.6075,58.2775
13209,MCU,Gueret/Lepaud,46.22333333,2.36444444
13210,MCV,McArthur River Mine,-16.44333333,136.0766667
13211,MCW,Mason City Municipal,43.15777778,-93.33111111
13212,MCY,Sunshine Coast,-26.60333333,153.0911111
13213,MCZ,Zumbi Dos Palmares,-9.51083333,-35.79166667
13214,MDA,Martindale AHP,29.43138889,-98.37777778
13215,MDB,Melinda Airport,16.99972222,-88.31916667
13216,MDC,Sam Ratulangi,1.54916667,124.9263889
13217,MDD,Midland Airpark,32.03666667,-102.1011111
13218,MDE,Jose Maria Cordova,6.16444444,-75.42305556
13219,MDF,Taylor County,45.10138889,-90.30027778
13220,MDG,Hailang,44.52333333,129.57
13221,MDH,Southern Illinois,37.77805556,-89.25194444
13222,MDI,Makurdi Airport,7.70388889,8.61388889
13223,MDJ,Madras Municipal,44.67027778,-121.1552778
13224,MDK,Mbandaka Airport,0.0225,18.28888889
13226,MDO,Middleton Island Airport,59.45,-146.3072222
13227,MDQ,Mar del Plata Airport,-37.93416667,-57.57333333
13228,MDR,Medfra Airport,63.10694444,-154.7166667
13229,MDS,Conch Bar,21.82611111,-71.8025
13230,MDT,Harrisburg International,40.19305556,-76.7625
13231,MDU,Mendi Airport,-6.14833333,143.6572222
13232,MDW,Chicago Midway International,41.78583333,-87.7525
13233,MDX,Mercedes Aeroclub,-29.16722222,-58.07555556
13234,MDY,Sand Island Field,28.20444444,-177.3786111
13235,MDZ,El Plumerillo,-32.83166667,-68.79277778
13236,ME1,Steven A. Bean Municipal,44.99194444,-70.66472222
13237,MEA,Macae Airport,-22.34305556,-41.76611111
13238,MEB,Essendon,-37.72805556,144.9019444
13239,MEC,Eloy Alfaro International,-0.94611111,-80.67888889
13240,MED,Prince Mohammad Bin Abdulaziz International,24.55277778,39.70527778
13241,MEI,Key Field,32.3325,-88.75194444
13242,MEJ,Port Meadville,41.62666667,-80.21472222
13243,MEL,Melbourne International,-37.67333333,144.8433333
13244,MEM,Memphis International,35.0425,-89.97666667
13245,MEN,Mende Brenoux,44.50416667,3.5275
13246,MEO,Dare County Regional,35.91888889,-75.69555556
13247,MEP,Mersing Malay.,2.43333333,103.8333333
13248,MEQ,Seunagan,4.18277778,96.20222222
13249,MER,Castle,37.38055556,-120.5680556
13250,MES,Polonia,3.55805556,98.67194444
13251,MEV,Minden-Tahoe,39.00083333,-119.7519444
13252,MEX,Licenciado Benito Juarez International,19.43638889,-99.07194444
13253,MEY,Meghauli Airport,27.5775,84.22916667
13254,MFA,Mafia,-7.91722222,39.66833333
13255,MFD,Mansfield Lahm Regional,40.82138889,-82.51666667
13256,MFE,McAllen Miller International,26.17583333,-98.23861111
13257,MFF,Moanda Airport,-1.53694444,13.27083333
13258,MFG,Muzaffarabad Airport,34.33916667,73.50861111
13259,MFH,Mesquite Airport,36.83305556,-114.0558333
13260,MFI,Marshfield Municipal,44.63694444,-90.18944444
13261,MFM,Macau International,22.14944444,113.5913889
13262,MFN,Milford Sound Airport,-44.67333333,167.9230556
13263,MFQ,Maradi Airport,13.5025,7.12694444
13264,MFR,Rogue Valley International - Medford,42.37416667,-122.8736111
13265,MFS,Miraflores Airport,1.33333333,-72.1
13267,MFU,Mfuwe Airport,-13.25916667,31.93638889
13268,MFV,Accomack County,37.64694444,-75.76111111
13269,MGA,Augusto Cesar Sandino International,12.14166667,-86.16833333
13270,MGB,Mount Gambier Airport,-37.74555556,140.7852778
13271,MGC,Michigan City Municipal-Phillips Field,41.70333333,-86.82111111
13272,MGD,Magdalena Airport,-13.25888889,-64.06194444
13273,MGE,Dobbins ARB,33.91444444,-84.51416667
13274,MGF,Silvio Name Junior,-23.47638889,-52.01638889
13275,MGJ,Orange County,41.51,-74.26472222
13276,MGL,Monchengladbach,51.23027778,6.50444444
13277,MGM,Montgomery Regional,32.30055556,-86.39388889
13278,MGN,Magangue Airport,9.28472222,-74.84611111
13279,MGQ,Mogadishu International,2.01388889,45.30388889
13280,MGR,Moultrie/Thomasville Airport,31.06944444,-83.80277778
13281,MGS,Mangaia Cook Island,-21.91666667,-157.9166667
13282,MGW,Morgantown Municipal-Walter L. Bill Hart Field,39.64305556,-79.91638889
13283,MGY,Dayton-Wright Brothers,39.58888889,-84.22472222
13284,MHA,Mahdia Airport,5.27222222,-59.14916667
13286,MHD,Shahid Hashemi Nejad International,36.23527778,59.64111111
13287,MHE,Mitchell Municipal,43.77472222,-98.03861111
13288,MHG,Mannheim City,49.47277778,8.51333333
13289,MHH,Marsh Harbour International,26.51,-77.085
13290,MHK,Manhattan Regional,39.14111111,-96.67166667
13291,MHL,Marshall Memorial Municipal,39.09555556,-93.20277778
13292,MHM,Minchumina Airport,63.88583333,-152.3019444
13293,MHO,Mount House Airport,-17.05111111,125.7133333
13294,MHQ,Mariehamn Airport,60.12222222,19.89805556
13295,MHR,Sacramento Mather,38.55527778,-121.2972222
13296,MHT,Manchester-Boston Regional,42.93277778,-71.43583333
13297,MHV,Mojave Air and Space Port,35.05888889,-118.1505556
13299,MHZ,Mildenhall Airport,52.36194444,0.48638889
13300,MI1,Greenville Municipal,43.14222222,-85.25388889
13301,MI2,West Michigan Regional,42.74277778,-86.10777778
13302,MI3,Livingston County Spencer J. Hardy,42.62944444,-83.98222222
13303,MIA,Miami International,25.79527778,-80.29
13304,MIB,Minot AFB,48.41583333,-101.3580556
13305,MIC,Crystal,45.06194444,-93.35388889
13306,MID,Licenciado Manuel Crescencio Rejon International,20.93694444,-89.65777778
13307,MIE,Delaware County Regional,40.2425,-85.39583333
13308,MII,Marilia Airport,-22.19666667,-49.92638889
13309,MIJ,Mili Airport,6.08333333,171.7333333
13310,MIK,Mikkeli Airport,61.68666667,27.20166667
13311,MIL,Milan Metropolitan Area,45.46666667,9.2
13312,MIM,Merimbula Airport,-36.90861111,149.9013889
13313,MIN,Minnipa Airport,-32.84305556,135.1444444
13314,MIO,Miami Municipal,36.90916667,-94.8875
13315,MIP,Har Arikha,30.65527778,34.80972222
13316,MIQ,Millard,41.19611111,-96.11222222
13317,MIR,Habib Bourguiba International,35.75777778,10.75388889
13318,MIS,Misima,-10.68888889,152.8375
13319,MIT,Shafter - Minter Field,35.5075,-119.1922222
13320,MIU,Maiduguri Airport,11.85527778,13.08138889
13321,MIV,Millville Municipal,39.36777778,-75.07222222
13322,MIW,Marshalltown Municipal,42.11277778,-92.91777778
13323,MIX,Miriti Pirana,-1.18333333,-70.03333333
13324,MIZ,Mainoru Airport,-14.05472222,134.0925
13325,MJA,Manja Airport,-21.42583333,44.31555556
13326,MJB,Mejit,10.28333333,170.8833333
13327,MJC,Man Airport,7.27194444,-7.58694444
13328,MJD,Moenjodaro Airport,27.33527778,68.14305556
13329,MJF,Kjaerstad,65.78388889,13.215
13330,MJG,Mayajigua Airport,22.23111111,-79.06305556
13331,MJI,Mitiga International,32.89194444,13.2875
13332,MJL,Mouila Airport,-1.81777778,10.92416667
13333,MJM,Mbuji Mayi,-6.12111111,23.56888889
13334,MJN,Philibert Tsiranana,-15.66722222,46.35166667
13335,MJQ,Jackson Airport,43.63333333,-94.98333333
13336,MJT,Mitilini,39.05777778,26.59861111
13337,MJV,San Javier,37.77833333,-0.81305556
13338,MJX,Ocean County,39.92611111,-74.29555556
13339,MJZ,Mirny Airport,62.53472222,114.0388889
13340,MKA,Marianske Lazne Airport,49.9225,12.72472222
13341,MKC,Charles B. Wheeler Downtown,39.12305556,-94.59277778
13342,MKE,General Mitchell International,42.94694444,-87.89694444
13344,MKG,Muskegon County,43.16888889,-86.2375
13345,MKI,Obo Mboki Airport,5.33333333,25.93138889
13346,MKJ,Makoua Airport,-0.02166667,15.57555556
13347,MKK,Molokai,21.15277778,-157.0963889
13348,MKL,McKellar-Sipes Regional,35.6,-88.91555556
13349,MKM,Mukah Airport,2.90805556,112.0783333
13350,MKO,Davis Field,35.65777778,-95.36166667
13351,MKP,Makemo Airport,-16.58388889,-143.6583333
13352,MKR,Meekatharra Airport,-26.61166667,118.5477778
13353,MKS,Mekane Selam Airport,10.75,38.76666667
13354,MKT,Mankato Regional,44.22277778,-93.91944444
13355,MKU,Makokou Airport,0.57916667,12.89083333
13356,MKW,Rendani,-0.89194444,134.0488889
13357,MKY,Mackay Airport,-21.17166667,149.1797222
13358,MKZ,Malacca Airport,2.26416667,102.2519444
13359,MLA,Luqa International,35.84972222,14.48138889
13360,MLB,Melbourne International,28.10277778,-80.64527778
13361,MLC,McAlester Regional,34.8825,-95.78333333
13362,MLD,Malad City Airport,42.17055556,-112.2894444
13363,MLE,Ibrahim Nasir International,4.19194444,73.52916667
13364,MLF,Milford Municipal/Ben and Judy Briscoe Field,38.42666667,-113.0133333
13365,MLG,Abdul Rachman Saleh,-7.92666667,112.7144444
13366,MLH,EuroAirport,47.59,7.52888889
13367,MLI,Quad City International,41.44833333,-90.5075
13368,MLK,Malta Airport,48.36694444,-107.9194444
13369,MLL,Marshall Don Hunter Sr.,61.86416667,-162.0261111
13370,MLM,General Francisco J. Mujica International,19.85,-101.0252778
13371,MLN,Melilla Airport,35.27972222,-2.95638889
13372,MLO,Milos Airport,36.69694444,24.47722222
13373,MLP,Malabang Airport,7.61666667,124.0575
13374,MLQ,Malalaua Airport,-8.07111111,146.1555556
13375,MLS,Frank Wiley Field,46.42805556,-105.8861111
13376,MLT,Millinocket Municipal,45.64777778,-68.68555556
13377,MLU,Monroe Regional,32.51083333,-92.03777778
13378,MLV,Merluna Airport,-13.06666667,142.45
13379,MLW,Monrovia Spriggs Payne,6.28916667,-10.75888889
13380,MLX,Malatya Airport,38.43583333,38.09
13381,MLY,Manley Hot Springs Airport,64.98805556,-150.6475
13382,MLZ,Melo Airport,-32.36666667,-54.23333333
13383,MMA,Malmo Metropolitan Area,55.53027778,13.37166667
13384,MMB,Memanbetsu Airport,43.88055556,144.1641667
13385,MMC,Cuauhtemoc,22.73888889,-99.01833333
13386,MMD,Minami Daito Airport,25.84666667,131.2636111
13387,MME,Durham Tees Valley,54.50916667,-1.42944444
13388,MMH,Mammoth Lakes Airport,37.63111111,-118.8513889
13389,MMI,McMinn County,35.39916667,-84.56166667
13390,MMJ,Matsumoto Airport,36.16666667,137.9227778
13391,MMK,Murmansk Airport,68.78166667,32.75111111
13392,MML,Southwest Minnesota Regional-Marshall/Ryan Field,44.45166667,-95.82444444
13393,MMM,Middlemount Airport,-22.8025,148.7047222
13394,MMN,Minute Man Air Field,42.46055556,-71.51777778
13395,MMP,Mompos Airport,9.25833333,-74.43833333
13396,MMQ,Mbala Airport,-8.85805556,31.33444444
13397,MMT,McEntire Jngb,33.92083333,-80.80111111
13398,MMU,Morristown Municipal,40.79944444,-74.415
13399,MMX,Malmo Airport,55.52888889,13.37111111
13400,MMY,Miyako,24.78277778,125.295
13401,MN1,Fosston Municipal,47.59277778,-95.77361111
13402,MN2,Moose Lake Carlton County,46.41861111,-92.80472222
13403,MN3,Ortonville Municipal-Martinson Field,45.30555556,-96.42444444
13404,MNB,Muanda,-5.92972222,12.35277778
13405,MNC,Nacala International,-14.48638889,40.7125
13406,MNI,John A. Osborne,16.79138889,-62.19333333
13407,MNK,Maiana Airport,1.00361111,173.0311111
13408,MNL,Ninoy Aquino International,14.50861111,121.0194444
13409,MNM,Menominee-Marinette Twin County,45.12666667,-87.63861111
13410,MNN,Marion Municipal,40.61638889,-83.06333333
13411,MNO,Manono Airport,-7.28861111,27.39333333
13413,MNR,Mongu Airport,-15.25472222,23.16277778
13414,MNS,Mansa Airport,-11.13805556,28.875
13415,MNT,Minto Al Wright,65.14805556,-149.3686111
13416,MNU,Mawlamyine Airport,16.44472222,97.66083333
13417,MNX,Manicore Airport,-5.81111111,-61.27833333
13418,MNZ,Manassas Regional/Harry P. Davis Field,38.72138889,-77.51555556
13419,MO1,Midwest National Air Center,39.3325,-94.30972222
13420,MO2,Washington Regional,38.5875,-90.99388889
13421,MOA,Orestes Acosta,20.65388889,-74.92222222
13422,MOB,Mobile Regional,30.69138889,-88.24277778
13423,MOC,Mario Ribeiro,-16.70694444,-43.81888889
13424,MOD,Modesto City-County-Harry Sham Field,37.62583333,-120.9544444
13425,MOG,Mong Hsat Airport,20.51805556,99.25833333
13426,MOL,Aro,62.74277778,7.26805556
13427,MOM,Moudjeria Ledfotar,17.75,-12.5
13428,MON,Mount Cook Airport,-43.76638889,170.135
13429,MOP,Mount Pleasant Municipal,43.62166667,-84.73722222
13430,MOQ,Morondava Airport,-20.28472222,44.3175
13431,MOR,Moore-Murrell,36.17944444,-83.37555556
13432,MOS,Moses Point Airport,64.69805556,-162.0572222
13433,MOT,Minot International,48.25777778,-101.2780556
13434,MOU,Mountain Village Airport,62.09472222,-163.6827778
13435,MOW,Moscow Metropolitan Area,55.65555556,37.52222222
13438,MOZ,Temae,-17.48333333,-149.7666667
13439,MPB,Watson Island International,25.77833333,-80.17027778
13440,ID2,Montpelier Airport,42.33611111,-111.2888889
13441,MPJ,Petit Jean Park,35.13888889,-92.90916667
13442,MPK,Mokpo Airport,34.75888889,126.38
13443,MPL,Montpellier Mediterranee,43.58333333,3.96138889
13444,MPM,Maputo Airport,-25.92083333,32.5725
13445,MPN,Mount Pleasant Airport,-51.82277778,-58.44583333
13446,MPO,Pocono Mountains Municipal,41.13777778,-75.38
13447,MPR,McPherson Airport,38.3525,-97.69138889
13449,MPT,Maliana Airport,-8.97222222,125.2147222
13450,MPV,Edward F Knapp State,44.20361111,-72.56222222
13451,MPX,Miyanmin Airport,-4.90111111,141.6244444
13452,MQB,Macomb Municipal,40.52,-90.6525
13453,MQJ,Indianapolis Regional,39.84305556,-85.89777778
13454,MQL,Mildura Airport,-34.22916667,142.0855556
13455,MQN,Rossvoll,66.36388889,14.30166667
13456,MQP,Kruger Mpumalanga International,-25.38305556,31.10555556
13457,MQQ,Moundou Airport,8.62888889,16.07444444
13458,MQS,Mustique Airport,12.88805556,-61.18027778
13459,MQT,Sawyer International,46.35361111,-87.39527778
13460,MQX,Mek'ele Airport,13.46722222,39.53361111
13461,MQY,Smyrna Airport,36.00888889,-86.52
13462,MRA,Misurata International,32.32527778,15.06083333
13463,MRB,Eastern WV Regional/Shepherd Field,39.40194444,-77.98472222
13464,MRC,Maury County,35.55444444,-87.17916667
13465,MRD,Alberto Carnevalli,8.58222222,-71.16111111
13467,MRI,Merrill Field,61.21361111,-149.8447222
13469,MRK,Marco Island Airport,25.995,-81.6725
13470,MRN,Morganton Lenoir,35.83333333,-81.61666667
13471,CCE,Grand Case Airport,18.1,-63.04722222
13472,MRS,Marseille Provence,43.43666667,5.215
13473,MRU,Sir Seewoosagur Ramgoolam International,-20.43027778,57.68361111
13474,MRV,Mineralnyye Vody Airport,44.22694444,43.08305556
13476,MRY,Monterey Regional,36.58694444,-121.8430556
13477,MRZ,Moree Airport,-29.49888889,149.8447222
13478,MS1,Grenada Municipal,33.8325,-89.79805556
13479,MSA,Muskrat Dam Airport,53.44138889,-91.76277778
13480,MSC,Falcon Field,33.46083333,-111.7283333
13481,MSE,Manston Airport,51.34222222,1.34611111
13482,MSH,Masirah Airport,20.67527778,58.89055556
13483,MSJ,Misawa AB,40.70333333,141.3683333
13484,MSL,Northwest Alabama Regional,34.74527778,-87.61027778
13485,MSN,Dane County Regional-Truax Field,43.14,-89.3375
13486,MSO,Missoula International,46.91638889,-114.0905556
13487,MSP,Minneapolis-St Paul International,44.88194444,-93.22166667
13488,MSQ,Minsk 2,53.8825,28.03083333
13490,MSS,Massena International-Richards Field,44.93611111,-74.845
13491,MST,Maastricht Airport,50.91027778,5.76861111
13492,MSU,Moshoeshoe I International,-29.46222222,27.5525
13493,MSV,Sullivan County International,41.70166667,-74.795
13494,MSW,Massawa International,15.67,39.37
13495,MSY,Louis Armstrong New Orleans International,29.99333333,-90.25916667
13496,MSZ,Yuri Gagarin,-15.20861111,12.16083333
13497,MT1,Colstrip Airport,45.85277778,-106.7091667
13498,MTC,Selfridge Angb,42.61388889,-82.83694444
13499,MTD,Mount Sanford Station,-16.97833333,130.555
13500,MTE,Monte Alegre Airport,-1.99583333,-54.07416667
13501,MTH,The Florida Keys Marathon,24.72611111,-81.05138889
13502,MTJ,Montrose Regional,38.50972222,-107.8941667
13503,MTL,Maitland Airport,-32.70333333,151.4883333
13504,MTM,Metlakatala,55.13333333,-131.5833333
13505,MTN,Martin State,39.32555556,-76.41388889
13506,MTO,Coles County Memorial,39.47777778,-88.28
13507,MTP,Sky Portal,41.07666667,-71.92055556
13508,MTR,Los Garzones,8.82333333,-75.82555556
13509,MTS,Matsapha,-26.52888889,31.3075
